subdomain,ip,provider,detail
3dlab.psychology.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
3dlab.psychology.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
3dlab.psychology.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
50th.uci.edu,184.33.252.214,AWS,AMAZON/us-west-2
50th.uci.edu,34.218.190.82,AWS,AMAZON/us-west-2
a11ytest.lib.uci.edu,18.154.206.110,AWS,AMAZON/GLOBAL
a11ytest.lib.uci.edu,18.154.206.69,AWS,AMAZON/GLOBAL
a11ytest.lib.uci.edu,18.154.206.107,AWS,AMAZON/GLOBAL
a11ytest.lib.uci.edu,18.154.206.12,AWS,AMAZON/GLOBAL
aalm-t.som.uci.edu,44.245.115.152,AWS,AMAZON/us-west-2
aalm-t.som.uci.edu,52.10.35.10,AWS,AMAZON/us-west-2
aalm-t.som.uci.edu,54.68.68.46,AWS,AMAZON/us-west-2
aalm.som.uci.edu,44.245.115.152,AWS,AMAZON/us-west-2
aalm.som.uci.edu,52.10.35.10,AWS,AMAZON/us-west-2
aalm.som.uci.edu,54.68.68.46,AWS,AMAZON/us-west-2
ablativeoncology.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
ablativeoncology.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
ablativeoncology.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
aborovik.chem.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
aborovik.chem.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
aborovik.chem.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
abs.uci.edu,52.88.192.85,AWS,AMAZON/us-west-2
abs.uci.edu,44.230.166.173,AWS,AMAZON/us-west-2
academicadvising.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
academicadvising.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
academicplanning.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
academicplanning.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
accessibility.uci.edu,32.184.219.143,AWS,AMAZON/us-west-2
accessibility.uci.edu,100.20.109.51,AWS,AMAZON/us-west-2
accreditation.uci.edu,52.10.250.14,AWS,AMAZON/us-west-2
accreditation.uci.edu,52.40.165.7,AWS,AMAZON/us-west-2
accounting.uci.edu,52.88.192.85,AWS,AMAZON/us-west-2
accounting.uci.edu,44.230.166.173,AWS,AMAZON/us-west-2
acdcsearch.aws.uci.edu,13.249.182.14,AWS,AMAZON/GLOBAL
acdcsearch.aws.uci.edu,13.249.182.21,AWS,AMAZON/GLOBAL
acdcsearch.aws.uci.edu,13.249.182.119,AWS,AMAZON/GLOBAL
acdcsearch.aws.uci.edu,13.249.182.98,AWS,AMAZON/GLOBAL
acrc.manufacturing.uci.edu,52.10.113.223,AWS,AMAZON/us-west-2
acrc.manufacturing.uci.edu,52.10.216.228,AWS,AMAZON/us-west-2
ad-dc-sdsc01.ad.uci.edu,132.249.215.227,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
ad-gis-nlb-prod12.oit-ei-prod12.aws.uci.edu,54.212.74.88,AWS,AMAZON/us-west-2
ad-gis-nlb-prod12.oit-ei-prod12.aws.uci.edu,16.144.169.243,AWS,AMAZON/us-west-2
ad-rdpgw-test.ad.uci.edu,54.191.253.111,AWS,AMAZON/us-west-2
ad-rdpgw-test.ad.uci.edu,34.214.82.255,AWS,AMAZON/us-west-2
ad-ua-ts-nlb-prod12.uci-uaar-prod12.aws.uci.edu,44.238.80.150,AWS,AMAZON/us-west-2
ad-ua-ts-nlb-prod12.uci-uaar-prod12.aws.uci.edu,34.211.186.233,AWS,AMAZON/us-west-2
ad.uci.edu,132.249.215.227,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
adfs-be-sdsc1.ad.uci.edu,132.249.215.246,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
adfs-web-sdsc1.ad.uci.edu,132.249.250.166,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
admin.accommodate.dsc.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
admin.accommodate.dsc.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
admin.campusgroups.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
admin.campusgroups.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
admin.oit-zotdesk-lb.oit-zotdesk-stage.aws.uci.edu,52.40.51.155,AWS,AMAZON/us-west-2
admin.oit-zotdesk-lb.oit-zotdesk-stage.aws.uci.edu,52.10.131.33,AWS,AMAZON/us-west-2
admin.oit-zotdesk-lb.oit-zotdesk-dev.aws.uci.edu,44.224.156.135,AWS,AMAZON/us-west-2
admin.oit-zotdesk-lb.oit-zotdesk-dev.aws.uci.edu,32.184.108.253,AWS,AMAZON/us-west-2
admin.zotdesk.zotgpt.uci.edu,16.144.185.57,AWS,AMAZON/us-west-2
admin.zotdesk.zotgpt.uci.edu,52.11.250.90,AWS,AMAZON/us-west-2
admin.arts.uci.edu,34.223.151.45,AWS,AMAZON/us-west-2
admin.arts.uci.edu,16.144.196.160,AWS,AMAZON/us-west-2
adminintern.studentlife.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
adminintern.studentlife.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
adminintern.studentlife.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
admissions.uci.edu,52.10.113.223,AWS,AMAZON/us-west-2
admissions.uci.edu,52.10.216.228,AWS,AMAZON/us-west-2
admissions.medschool.uci.edu,18.235.39.108,AWS,AMAZON/us-east-1
admissions.medschool.uci.edu,3.91.167.73,AWS,AMAZON/us-east-1
advancement.uci.edu,184.33.172.60,AWS,AMAZON/us-west-2
advancement.uci.edu,52.36.18.78,AWS,AMAZON/us-west-2
advance.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
advance.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
advise.education.uci.edu,199.34.228.71,Other,"AS27647 WEEBLY - Weebly, Inc., US"
advocacy.uci.edu,184.33.252.214,AWS,AMAZON/us-west-2
advocacy.uci.edu,34.218.190.82,AWS,AMAZON/us-west-2
advising.eng.uci.edu,44.242.110.74,AWS,AMAZON/us-west-2
advising.compass.uci.edu,54.191.143.213,AWS,AMAZON/us-west-2
advising.compass.uci.edu,32.184.243.136,AWS,AMAZON/us-west-2
aegean.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
afburke.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
afterschool.education.uci.edu,199.34.228.76,Other,"AS27647 WEEBLY - Weebly, Inc., US"
aegep.bio.uci.edu,52.84.20.15,AWS,AMAZON/GLOBAL
aegep.bio.uci.edu,52.84.20.72,AWS,AMAZON/GLOBAL
aegep.bio.uci.edu,52.84.20.76,AWS,AMAZON/GLOBAL
aegep.bio.uci.edu,52.84.20.6,AWS,AMAZON/GLOBAL
afyg.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
ai.sa.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
ai.sa.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
aic.socsci.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
aic.socsci.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
aic.socsci.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
aicps.eng.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
aicps.eng.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
aicps.eng.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
aid.ofas.uci.edu,34.198.122.35,AWS,AMAZON/us-east-1
aimslab.eng.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
aimslab.eng.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
aimslab.eng.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
air.arts.uci.edu,44.252.134.162,AWS,AMAZON/us-west-2
air.arts.uci.edu,44.242.108.187,AWS,AMAZON/us-west-2
airwatch-nlb-prod12.oit-ei-prod12.aws.uci.edu,52.26.91.149,AWS,AMAZON/us-west-2
airwatch-nlb-prod12.oit-ei-prod12.aws.uci.edu,44.246.83.139,AWS,AMAZON/us-west-2
airuci.uci.edu,44.242.110.74,AWS,AMAZON/us-west-2
airwatch.oit.uci.edu,44.246.83.139,AWS,AMAZON/us-west-2
airwatch.oit.uci.edu,52.26.91.149,AWS,AMAZON/us-west-2
airwatch02.hs.uci.edu,3.129.237.188,AWS,AMAZON/us-east-2
airwatch02.hs.uci.edu,18.189.131.227,AWS,AMAZON/us-east-2
airwatch02.hs.uci.edu,18.218.223.120,AWS,AMAZON/us-east-2
alice.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
allisonlab.bio.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
allisonlab.bio.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
allisonlab.bio.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
allofus.health.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
allofus.health.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
allofus.health.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
alluconference.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
alluconference.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
alluconference.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
allu.studentlife.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
allu.studentlife.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
alp.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
alp.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
alumni.law.uci.edu,104.18.122.47,Cloudflare,edge
alumni.law.uci.edu,104.18.123.47,Cloudflare,edge
alumni.law.uci.edu,104.18.124.47,Cloudflare,edge
alumni.law.uci.edu,104.18.125.47,Cloudflare,edge
alumni.law.uci.edu,104.18.126.47,Cloudflare,edge
alumni.uci.edu,54.245.137.79,AWS,AMAZON/us-west-2
alumni.uci.edu,54.70.182.133,AWS,AMAZON/us-west-2
alumni.socsci.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
alumni.socsci.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
ambassador.google.uci.edu,142.251.40.115,GCP,"AS15169 GOOGLE - Google LLC, US"
amir.eng.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
amir.eng.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
amir.eng.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
amp.web.uci.edu,52.10.113.223,AWS,AMAZON/us-west-2
amp.web.uci.edu,52.10.216.228,AWS,AMAZON/us-west-2
amq-nlb-dev.amq-dev.aws.uci.edu,52.41.228.66,AWS,AMAZON/us-west-2
amq-nlb-dev.amq-dev.aws.uci.edu,44.224.141.233,AWS,AMAZON/us-west-2
amq-nlb-stage.amq-stage.aws.uci.edu,35.165.141.236,AWS,AMAZON/us-west-2
amq-nlb-stage.amq-stage.aws.uci.edu,100.22.254.240,AWS,AMAZON/us-west-2
amq-nlb-prod.amq-prod.aws.uci.edu,52.10.213.124,AWS,AMAZON/us-west-2
amq-nlb-prod.amq-prod.aws.uci.edu,34.213.191.45,AWS,AMAZON/us-west-2
ams.studentcenter.uci.edu,52.52.6.116,AWS,AMAZON/us-west-1
analytics.eng.uci.edu,44.242.110.74,AWS,AMAZON/us-west-2
anatomy.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
anatomy.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
anatomy.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
amq-nlb-preprod.amq-preprod.aws.uci.edu,44.229.228.116,AWS,AMAZON/us-west-2
amq-nlb-preprod.amq-preprod.aws.uci.edu,54.201.115.41,AWS,AMAZON/us-west-2
anesthesiology.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
anesthesiology.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
anesthesiology.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
angagepuci.bio.uci.edu,13.32.230.16,AWS,AMAZON/GLOBAL
angagepuci.bio.uci.edu,13.32.230.55,AWS,AMAZON/GLOBAL
angagepuci.bio.uci.edu,13.32.230.75,AWS,AMAZON/GLOBAL
angagepuci.bio.uci.edu,13.32.230.66,AWS,AMAZON/GLOBAL
angaged.bio.uci.edu,13.249.182.77,AWS,AMAZON/GLOBAL
angaged.bio.uci.edu,13.249.182.30,AWS,AMAZON/GLOBAL
angaged.bio.uci.edu,13.249.182.83,AWS,AMAZON/GLOBAL
angaged.bio.uci.edu,13.249.182.112,AWS,AMAZON/GLOBAL
annualreport.merage.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
annualreport.merage.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
annualreport.merage.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
anteatervirtues.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
anteatervirtues.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
anteaters365.athletics.uci.edu,142.251.35.83,GCP,"AS15169 GOOGLE - Google LLC, US"
anthropology-dev.ss.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
anthropology-dev.ss.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
antnet.uci.edu,104.16.226.234,Cloudflare,edge
antrepreneur.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
antrepreneur.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
antnet.uci.edu,104.16.227.234,Cloudflare,edge
anthropology.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
anthropology.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
antlink.uci.edu,52.88.192.85,AWS,AMAZON/us-west-2
antlink.uci.edu,44.230.166.173,AWS,AMAZON/us-west-2
ap.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
ap.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
ap.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
ap.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
apdsl.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
api.mat-interviews.educ.aws.uci.edu,44.254.9.115,AWS,AMAZON/us-west-2
api.mat-interviews.educ.aws.uci.edu,34.210.192.34,AWS,AMAZON/us-west-2
api.inventory.educ.aws.uci.edu,100.21.83.123,AWS,AMAZON/us-west-2
api.inventory.educ.aws.uci.edu,32.184.157.67,AWS,AMAZON/us-west-2
api.cng.educ.aws.uci.edu,35.85.93.125,AWS,AMAZON/us-west-2
api.cng.educ.aws.uci.edu,16.147.100.89,AWS,AMAZON/us-west-2
api.tirf.educ.aws.uci.edu,35.161.213.184,AWS,AMAZON/us-west-2
api.tirf.educ.aws.uci.edu,52.42.216.99,AWS,AMAZON/us-west-2
api-web.hs.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
api-web.hs.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
api-web.hs.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
app-01-dir-lb.trs-ucb-prod.aws.uci.edu,100.22.244.195,AWS,AMAZON/us-west-2
app-01-dir-lb.trs-ucb-prod.aws.uci.edu,44.231.67.54,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-ucb-dev.aws.uci.edu,35.160.16.64,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-ucm-prod.aws.uci.edu,100.22.69.49,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-ucm-prod.aws.uci.edu,54.245.251.83,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-uclawsf-stage.aws.uci.edu,52.25.48.7,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-uclawsf-stage.aws.uci.edu,54.218.92.199,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-ucm-stage.aws.uci.edu,52.10.117.167,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-ucm-stage.aws.uci.edu,52.27.99.123,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-uclawsf-prod.aws.uci.edu,52.27.119.33,AWS,AMAZON/us-west-2
app-01-direct-lb.trs-uclawsf-prod.aws.uci.edu,100.23.235.78,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-uclawsf-prod.aws.uci.edu,52.32.241.147,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-uclawsf-prod.aws.uci.edu,44.226.178.194,AWS,AMAZON/us-west-2
app-02-dir-lb.trs-ucb-stage.aws.uci.edu,54.190.120.227,AWS,AMAZON/us-west-2
app-02-dir-lb.trs-ucb-stage.aws.uci.edu,34.213.64.184,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-ucb-dev.aws.uci.edu,52.25.94.81,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-ucb-dev.aws.uci.edu,100.22.51.254,AWS,AMAZON/us-west-2
app-02-dir-lb.trs-ucb-prod.aws.uci.edu,52.43.243.145,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-ucm-stage.aws.uci.edu,54.186.27.95,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-ucm-stage.aws.uci.edu,44.253.202.120,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-ucm-prod.aws.uci.edu,44.236.179.205,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-ucm-prod.aws.uci.edu,34.216.44.11,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-uclawsf-stage.aws.uci.edu,44.224.58.144,AWS,AMAZON/us-west-2
app-02-direct-lb.trs-uclawsf-stage.aws.uci.edu,44.237.139.203,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucb-dev.aws.uci.edu,32.184.147.246,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucb-dev.aws.uci.edu,44.244.196.221,AWS,AMAZON/us-west-2
app-alb-lb.trs-uclawsf-prod.aws.uci.edu,44.236.57.145,AWS,AMAZON/us-west-2
app-alb-lb.trs-uclawsf-prod.aws.uci.edu,52.13.41.82,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucm-prod.aws.uci.edu,44.238.253.13,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucm-prod.aws.uci.edu,54.69.78.232,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucb-stage.aws.uci.edu,54.200.151.140,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucb-stage.aws.uci.edu,54.203.120.233,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucm-stage.aws.uci.edu,52.35.125.164,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucm-stage.aws.uci.edu,184.32.81.86,AWS,AMAZON/us-west-2
app-alb-lb.trs-uclawsf-stage.aws.uci.edu,100.21.7.230,AWS,AMAZON/us-west-2
app-alb-lb.trs-uclawsf-stage.aws.uci.edu,54.202.86.211,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucb-prod.aws.uci.edu,54.186.57.25,AWS,AMAZON/us-west-2
app-alb-lb.trs-ucb-prod.aws.uci.edu,44.225.132.211,AWS,AMAZON/us-west-2
app.commencement.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
app.commencement.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
app.health.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
app.health.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
app.health.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
apply.grad.uci.edu,34.198.122.35,AWS,AMAZON/us-east-1
apply.admissions.uci.edu,34.198.122.35,AWS,AMAZON/us-east-1
app-01-dir-lb.trs-ucb-stage.aws.uci.edu,100.22.96.188,AWS,AMAZON/us-west-2
appointments.web.uci.edu,52.12.199.212,AWS,AMAZON/us-west-2
appointments.web.uci.edu,44.233.53.235,AWS,AMAZON/us-west-2
apps-dr.oit.uci.edu,132.249.215.5,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
apps.athletics.uci.edu,32.184.118.80,AWS,AMAZON/us-west-2
apps.athletics.uci.edu,52.41.7.101,AWS,AMAZON/us-west-2
app.arts.uci.edu,147.154.51.122,Oracle,us-ashburn-1
apps.campusorgs.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.campusorgs.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
apps.ccc.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.ccc.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
apps.dos.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
apps.dos.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.communications.uci.edu,184.33.252.214,AWS,AMAZON/us-west-2
apps.communications.uci.edu,34.218.190.82,AWS,AMAZON/us-west-2
apps.ic.uci.edu,44.250.74.128,AWS,AMAZON/us-west-2
apps.grad.uci.edu,52.10.199.65,AWS,AMAZON/us-west-2
apps.grad.uci.edu,16.146.201.40,AWS,AMAZON/us-west-2
apps.hr.uci.edu,54.213.92.50,AWS,AMAZON/us-west-2
apps.hr.uci.edu,34.214.79.182,AWS,AMAZON/us-west-2
apps.law.uci.edu,44.233.25.166,AWS,AMAZON/us-west-2
apps.law.uci.edu,100.21.80.109,AWS,AMAZON/us-west-2
apps.orientation.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.orientation.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
apps.parking.uci.edu,52.88.1.166,AWS,AMAZON/us-west-2
apps.parking.uci.edu,52.10.148.56,AWS,AMAZON/us-west-2
apps.oaa.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
apps.oaa.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
apps.studentcenter.uci.edu,44.250.74.128,AWS,AMAZON/us-west-2
apps.studentlife.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
apps.studentlife.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.studentleadership.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.studentleadership.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
appt.bio.uci.edu,54.215.180.66,AWS,AMAZON/us-west-1
appt.bio.uci.edu,13.52.175.90,AWS,AMAZON/us-west-1
apps.conduct.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.conduct.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
apps.veteran.uci.edu,52.88.238.93,AWS,AMAZON/us-west-2
apps.veteran.uci.edu,52.37.215.234,AWS,AMAZON/us-west-2
aprilu.sandbox.lib.uci.edu,157.245.185.55,DigitalOcean,"AS14061 DIGITALOCEAN-ASN - DigitalOcean, LLC, US"
apw.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
apw.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
apw.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
arb-docs-test.aws.uci.edu,99.84.41.11,AWS,AMAZON/GLOBAL
arb-docs-test.aws.uci.edu,99.84.41.116,AWS,AMAZON/GLOBAL
arb-docs-test.aws.uci.edu,99.84.41.31,AWS,AMAZON/GLOBAL
arb-docs-test.aws.uci.edu,99.84.41.68,AWS,AMAZON/GLOBAL
arboretum.bio.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
arboretum.test-pantheon.bio.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
arboretum.dev-pantheon.bio.uci.edu,23.185.0.3,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
archive-beta.ics.uci.edu,99.84.41.76,AWS,AMAZON/GLOBAL
archive-beta.ics.uci.edu,99.84.41.2,AWS,AMAZON/GLOBAL
archive-beta.ics.uci.edu,99.84.41.61,AWS,AMAZON/GLOBAL
archive-beta.ics.uci.edu,99.84.41.16,AWS,AMAZON/GLOBAL
ariaei.eng.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
ariaei.eng.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
ariaei.eng.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
arianna.ps.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
arianna.ps.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
arianna.ps.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
armyrotc.due.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
armyrotc.due.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
art.arts.uci.edu,34.223.151.45,AWS,AMAZON/us-west-2
art.arts.uci.edu,16.144.196.160,AWS,AMAZON/us-west-2
artistsinresidence.arts.uci.edu,44.242.108.187,AWS,AMAZON/us-west-2
artistsinresidence.arts.uci.edu,44.252.134.162,AWS,AMAZON/us-west-2
asian-studies.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
asian-studies.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
asianstudies.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
asianstudies-dev.ss.uci.edu,100.23.5.176,AWS,AMAZON/us-west-2
asianstudies-dev.ss.uci.edu,34.212.51.169,AWS,AMAZON/us-west-2
aspin.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
assessment.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
assessment.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
assembly.cohs.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
assembly.cohs.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
assembly.cohs.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
atc-app-lb.atc-prod.aws.uci.edu,35.163.34.189,AWS,AMAZON/us-west-2
atc-app-lb.atc-prod.aws.uci.edu,16.145.143.204,AWS,AMAZON/us-west-2
atc-app-lb.atc-stage.aws.uci.edu,44.237.134.143,AWS,AMAZON/us-west-2
atc-app-lb.atc-stage.aws.uci.edu,52.10.49.27,AWS,AMAZON/us-west-2
atc-app-lb.atc-dev.aws.uci.edu,44.229.66.188,AWS,AMAZON/us-west-2
atc-app-lb.atc-dev.aws.uci.edu,52.43.237.32,AWS,AMAZON/us-west-2
atc-dev.due.aws.uci.edu,52.43.237.32,AWS,AMAZON/us-west-2
atc-dev.due.aws.uci.edu,44.229.66.188,AWS,AMAZON/us-west-2
atc-stage.due.aws.uci.edu,52.10.49.27,AWS,AMAZON/us-west-2
atc-stage.due.aws.uci.edu,44.237.134.143,AWS,AMAZON/us-west-2
ath-web-lb.athletics-web-prod.aws.uci.edu,52.41.7.101,AWS,AMAZON/us-west-2
ath-web-lb.athletics-web-prod.aws.uci.edu,32.184.118.80,AWS,AMAZON/us-west-2
ath-web-lb.athletics-web-stage.aws.uci.edu,44.236.198.107,AWS,AMAZON/us-west-2
ath-web-lb.athletics-web-dev.aws.uci.edu,44.239.149.42,AWS,AMAZON/us-west-2
ath-web-lb.athletics-web-dev.aws.uci.edu,52.43.249.123,AWS,AMAZON/us-west-2
ath-web-lb.athletics-web-stage.aws.uci.edu,16.146.186.24,AWS,AMAZON/us-west-2
assist.uci.edu,40.80.155.102,Azure,"AS8075 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US"
athena-dr.oit.uci.edu,132.249.215.100,Other,"AS195 SDSC-AS - San Diego Supercomputer Center, US"
athletics.uci.edu,52.40.165.7,AWS,AMAZON/us-west-2
athletics.uci.edu,52.10.250.14,AWS,AMAZON/us-west-2
athinagroup.eng.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
athinagroup.eng.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
